gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps,num_effect_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
SAA4,Serum amyloid A-4 protein,11,18252896,18258440,0.318089742182156,0.716457233084805,0.561570748131412,0.927280539327625,10454,317354,0.488199595248895,0.784505473188365,0.943998873726383,0.462975972612734,0.664390983149367,0.597305541996366,0.0259461849148507,4.46569498851597e-05,1085,138,10454,317354,1018,P35542,Serum amyloid A-4 protein,11,18252896,18258440
SAMD9L,Sterile alpha motif domain-containing protein 9-like,7,92759368,92777682,0.0593959126543512,0.27689525144139,0.368204882133285,0.699911617345805,10454,312713,0.184471766921948,0.00409227700397694,0.00237338451280876,0.804934396085731,0.946671873273261,0.825494227477682,0.0420922144859275,0.00335682262642735,552,44,10454,312713,1019,Q8IVG5,Sterile alpha motif domain-containing protein 9-like,7,92759368,92777682
SAT2,Thialysine N-epsilon-acetyltransferase,17,7529552,7531194,0.990793804487585,0.14565609302848,0.717825935118678,0.149770438741777,10454,317953,0.125264625347041,0.237625815036168,0.469151085076738,0.675610785934622,0.21384176379123,0.0880359795298044,0.130559760369218,0.00518434048293955,793,68,10454,317953,1020,Q96F10,Thialysine N-epsilon-acetyltransferase,17,7529552,7531194
SBSN,Suprabasin,19,36014269,36019253,0.587916331207256,0.641858640195117,0.237425456876308,0.381194006029593,10454,317482,0.913923337738368,0.565823587049942,0.288371493996209,0.651566807933891,0.0961623769722444,0.0343038162495507,0.153071103381437,0.00346456127111264,1211,70,10454,317482,1021,Q6UWP8,Suprabasin,19,36014269,36019253
SCARA5,Scavenger receptor class A member 5,8,27727399,27850244,0.541641179743141,0.54597011031785,0.912167370423416,0.338766743912075,10454,312346,0.424077865052264,0.369580800178033,0.244972290853141,0.300745797308935,0.49555371439699,0.563736415218997,0.0719638421751044,0.000256571967690427,1554,70,10454,312346,1022,Q6ZMJ2,Scavenger receptor class A member 5,8,27727399,27850244
SCARB2,Lysosome membrane protein 2,4,77079890,77135046,0.942400289069612,0.195211432238803,0.0692475229835121,0.632723323582473,10454,313562,0.490529446459154,0.757059571238959,0.775569144935302,0.494798209223846,0.100059478511683,0.0419331679154266,0.0391168607364438,7.53239299127671e-05,1239,134,10454,313562,1023,Q14108,Lysosome membrane protein 2,4,77079890,77135046
SCARF1,Scavenger receptor class F member 1,17,1537152,1549041,0.21990592538102,0.800815232970834,0.347114281371553,0.126906361691898,10454,312214,0.23091814424055,0.469697920498107,0.782516092601077,0.0484457158030569,0.125649615982775,0.614226792235529,0.0896038437837695,1.25068726842265e-05,1200,157,10454,312214,1024,Q14162,Scavenger receptor class F member 1,17,1537152,1549041
SCARF2,Scavenger receptor class F member 2,22,20778874,20792146,0.760404382785445,0.432107035702995,0.580089811966074,0.3332016493816,10454,312346,0.535255747359342,0.485351381485182,0.302912476835331,0.0143217871967268,0.0466751498481652,0.717338646854772,0.0632088139105878,6.09258542849743e-05,793,40,10454,312346,1025,Q96GP6,Scavenger receptor class F member 2,22,20778874,20792146
SCG3,Secretogranin-3,15,51973550,52013223,0.859897481863462,0.161382743851202,0.976917462296826,0.570031799741164,10454,312609,0.0737371760709837,0.0314459907328684,0.0537277542343934,0.0345091968800917,0.101657865927037,0.748264489641308,0.23519400143949,0.0152532143981062,940,174,10454,312609,1026,Q8WXD2,Secretogranin-3,15,51973550,52013223
SCGB1A1,Uteroglobin,11,62172575,62190667,0.820913493177207,0.0719206868980535,0.0103494931750999,0.00979836089824965,10454,312622,0.58043021112414,0.04776440542786,0.01623586781203,0.932906007521137,0.99544720862338,0.963987408953107,0.064812162018473,0.00581808262283478,666,59,10454,312622,1027,P11684,Uteroglobin,11,62172575,62190667
SCGB3A1,Secretoglobin family 3A member 1,5,180017103,180018540,0.695289450574078,0.922435287970397,0.749243475291212,0.941330153618235,10454,318083,0.855055733489611,0.97470983958723,0.893678082762993,0.706253637118874,0.769034408248924,0.535900426826372,0.0105674801598393,0.000126889998748185,1329,57,10454,318083,1028,Q96QR1,Secretoglobin family 3A member 1,5,180017103,180018540
SCGB3A2,Secretoglobin family 3A member 2,5,147250245,147261754,0.321065429625473,0.760911506165718,0.488317162909516,0.582791744020441,10454,312549,0.782582961909563,0.950876796298726,0.875385242281337,0.136128718049308,0.0258305195405713,0.0240474137838787,0.0272631087018863,1.93164501548418e-06,703,71,10454,312549,1029,Q96PL1,Secretoglobin family 3A member 2,5,147250245,147261754
SCLY,Selenocysteine lyase,2,238969530,239008054,0.0764193501925586,0.65405776380157,0.554480322920298,0.539396642064383,10454,312471,0.209738411078521,0.019682349893408,0.0121928419903626,0.534924639438242,0.0182619334125547,0.00576978098765075,0.0209881608469749,1.77179667485171e-05,1525,87,10454,312471,1030,Q96I15,Selenocysteine lyase,2,238969530,239008054
SCN4B,Sodium channel subunit beta-4,11,118004092,118023603,0.0806158450275969,0.0798967414914195,0.0859654152200565,0.554696339843505,10454,318239,0.634257794479867,0.872365050027535,0.828778181619613,0.0926295029788383,0.228970391777389,0.728755458024927,0.296590066144818,0.00838366659982968,933,157,10454,318239,1031,Q8IWT1,Sodium channel subunit beta-4,11,118004092,118023603
SCPEP1,Retinoid-inducible serine carboxypeptidase,17,55055466,55084129,0.452352757379606,0.353221053155536,0.752448168820985,0.476234063567703,10454,318351,0.318129785496998,0.24005810541778,0.172961318665783,0.552054385390661,0.822027378779233,0.844813975824917,0.0705635795099714,0.00610072699462009,959,54,10454,318351,1032,Q9HB40,Retinoid-inducible serine carboxypeptidase,17,55055466,55084129
SDC1,Syndecan-1,2,20400558,20425194,0.71173886792252,0.585245331497406,0.081630412513037,0.0500071247520175,10454,312630,0.034993769212159,100,100,0.972971723481493,100,100,0.0107310898978763,1.734672574499e-05,1272,46,10454,312630,1033,P18827,Syndecan-1,2,20400558,20425194
SDC4,Syndecan-4,20,43953928,43977064,0.210576227695897,0.629508899303797,0.680873213070613,0.244210109936792,10454,312630,0.708606880149603,100,100,0.629479484197091,100,100,0.0337036569808451,2.27584912010324e-07,1113,100,10454,312630,1034,P31431,Syndecan-4,20,43953928,43977064
SDCCAG8,Serologically defined colon cancer antigen 8,1,243419320,243663394,0.216920992950472,0.449431835916306,0.648243805054691,0.06712739682828,10454,317550,0.210357896071848,100,100,0.133940894727499,100,100,0.0233676009818273,5.2557830053186e-05,816,43,10454,317550,1035,Q86SQ7,Serologically defined colon cancer antigen 8,1,243419320,243663394
SDK2,Protein sidekick-2,17,71330523,71640228,0.0077450254208582,0.741922554250163,0.503992052722898,0.257771131586326,10454,318083,0.110608850906121,0.187899199254621,0.371607432812041,0.672243095607763,0.0123945920223503,0.00335796378002175,0.120933107582666,0.00126282208912721,1917,98,10454,318083,1036,Q58EX2,Protein sidekick-2,17,71330523,71640228
SELL,L-selectin,1,169659808,169680839,0.598499753262598,0.839140586986446,0.947774075825855,0.915429622881049,10454,317354,0.826663671295145,100,100,0.172236098009922,100,100,0.0965695149539425,2.74374260214781e-06,1595,84,10454,317354,1037,P14151,L-selectin,1,169659808,169680839
SELP,P-selectin,1,169558087,169599431,0.176658318502003,0.408390492543363,0.606602531219054,0.852681765308096,10454,312497,0.929078455957765,0.928137047377603,0.707067603642145,0.383285364428169,0.619091825517098,0.655637477088491,0.0180876447187015,0.000668746076728921,1676,162,10454,312497,1038,P16109,P-selectin,1,169558087,169599431
SELPLG,P-selectin glycoprotein ligand 1,12,109015686,109027735,0.847078772032077,0.510785323724937,0.440552725210871,0.856339831288113,10454,312713,0.615696423565841,0.834903003206843,0.741373010601083,0.013796014388499,0.0208633593939702,0.195527688334934,0.204051955103867,0.129887765488192,827,117,10454,312713,1039,Q14242,P-selectin glycoprotein ligand 1,12,109015686,109027735
SEMA3F,Semaphorin-3F,3,50192478,50226508,0.831517881586184,0.17656611029428,0.561239564923574,0.973025926724839,10454,312630,0.891732667028955,0.686955165701857,0.3921025316609,0.415161347281432,0.645902012552753,0.646576093844696,0.0214801042847711,4.66579803901761e-05,487,113,10454,312630,1040,Q13275,Semaphorin-3F,3,50192478,50226508
SERPINA1,Alpha-1-antitrypsin,14,94843084,94857030,0.361854734817527,0.658918407805307,0.558338564527587,0.497623991128325,10454,317946,0.904574227514379,100,100,0.0777040544562988,100,100,0.015722788800732,2.74354968116923e-05,1534,124,10454,317946,1041,P01009,Alpha-1-antitrypsin,14,94843084,94857030
SERPINA11,Serpin A11,14,94908801,94919127,0.260087207954664,0.943355683866016,0.0773054192702812,0.0307864910794783,10454,312214,0.538622840771087,0.67090202484832,0.516855133730344,0.168886608789355,0.356537733873063,0.680258851452249,0.308727928020508,0.0111110995968904,1536,142,10454,312214,1042,Q86U17,Serpin A11,14,94908801,94919127
SERPINA12,Serpin A12,14,94953611,94984181,0.309729533035677,0.144548319744102,0.0206135895631331,0.296660492377453,10454,313664,0.00219422145394342,0.00862050775269712,0.720370403612362,0.602847794896309,0.442911590315428,0.243876350125271,0.340954576515335,0.323022637474609,1583,662,10454,313664,1043,Q8IW75,Serpin A12,14,94953611,94984181
SERPINA3,Alpha-1-antichymotrypsin,14,95078714,95090392,0.250089330854765,0.918026856831403,0.498063440154634,0.541411868185441,10454,317479,0.994509216016652,0.618252270724623,0.32677804188278,0.963897141015025,0.184352023984474,0.0660015760130139,0.0722665474307344,0.000170886850095409,1520,124,10454,317479,1044,P01011,Alpha-1-antichymotrypsin,14,95078714,95090392
SERPINA4,Kallistatin,14,95027428,95036250,0.272217929723893,0.580349367933037,0.187298481074824,0.104134492302707,10454,317935,0.179545848570162,0.402513221402616,0.891054521473673,0.64332063362915,0.174555011182839,0.0702743561507491,0.195057869345761,0.00915615472041937,1582,317,10454,317935,1045,P29622,Kallistatin,14,95027428,95036250
SERPINA5,Plasma serine protease inhibitor,14,95027779,95059457,0.625739603415411,0.0444416828869637,0.0895454322452446,0.0309397888395589,10454,317821,0.0455156855415113,100,100,0.850325737178488,100,100,0.0322672274775906,2.80533014256226e-05,1598,69,10454,317821,1046,P05154,Plasma serine protease inhibitor,14,95027779,95059457
SERPINA6,Corticosteroid-binding globulin,14,94770585,94789731,0.221226058120652,0.283164635270151,0.169306470632309,0.932250704666564,10454,317354,0.0499379075324737,0.142987091457253,0.829014760511521,0.297773909950962,0.57994406367551,0.940817720970803,0.0395148128891803,1.88173272638387e-06,1552,31,10454,317354,1047,P08185,Corticosteroid-binding globulin,14,94770585,94789731
SERPINA9,Serpin A9,14,94929054,94946026,0.466561797405428,0.504808869789284,0.636651532117811,0.167230422381163,10454,312983,0.361034498457207,0.653283886136102,0.895553621654651,0.337137586686282,0.435476480810204,0.389230860939252,0.241124482822105,0.0260692718765218,1554,329,10454,312983,1048,Q86WD7,Serpin A9,14,94929054,94946026
SERPINB6,Serpin B6,6,2948393,2972090,0.874853527492299,0.866952961370108,0.376844996527118,0.696205140447941,10454,312472,0.310588574518883,0.247412393009417,0.183978360005404,0.835722959965176,0.803895559777348,0.530428777078537,0.0260849652646515,0.00050365975741691,1566,41,10454,312472,1049,P35237,Serpin B6,6,2948393,2972090
SERPINB8,Serpin B8,18,61637159,61672278,0.508804501736357,0.880997379361781,0.792367900412595,0.156954825397384,10454,312284,0.345300874115959,100,100,0.565979497870683,100,100,0.231238529310708,7.52477073001723e-05,1020,109,10454,312284,1050,P50452,Serpin B8,18,61637159,61672278
SERPINB9,Serpin B9,6,2887500,2903514,0.817029106873113,0.894681707426097,0.429605073756065,0.732805494939305,10454,312918,0.634096738501527,0.603345284700483,0.375933223586298,0.186316202366894,0.342610460757985,0.529258269107225,0.0144076075730065,6.16937460666288e-05,1513,89,10454,312918,1051,P50453,Serpin B9,6,2887500,2903514
SERPINE2,Glia-derived nexin,2,224839829,224904036,0.460332327794441,0.174038318144713,0.140034617902357,0.340577217655583,10454,317414,0.412692815454118,0.515429904363683,0.418515874918833,0.12305310298135,0.244716163129846,0.508432637228605,0.110431725271287,0.00108591575278194,1169,245,10454,317414,1052,P07093,Glia-derived nexin,2,224839829,224904036
SERPINF1,Pigment epithelium-derived factor,17,1665253,1680868,0.645779991359156,0.970335737682972,0.236477911614016,0.770418124811272,10454,317815,0.815568249857242,100,100,0.286012543148682,100,100,0.0616752584484502,2.84855526654016e-05,1147,170,10454,317815,1053,P36955,Pigment epithelium-derived factor,17,1665253,1680868
SERPINF2,Alpha-2-antiplasmin,17,1646130,1658562,0.560815133737647,0.554846559511244,0.958340206540893,0.87505934363753,10454,317933,0.833873427173655,100,100,0.628947668884274,100,100,0.0229236849243875,1.13315367206814e-06,1168,92,10454,317933,1054,P08697,Alpha-2-antiplasmin,17,1646130,1658562
SERPING1,Plasma protease C1 inhibitor,11,57364860,57382326,0.75374708781869,0.693181899827316,0.579448409070539,0.672021318071803,10454,317415,0.551287665097915,100,100,0.474759500100163,100,100,0.043690646094417,7.239074804056e-06,873,134,10454,317415,1055,P05155,Plasma protease C1 inhibitor,11,57364860,57382326
SERPINH1,Serpin H1,11,75273101,75283828,0.340355574650943,0.988102510923542,0.549925235903463,0.566162702741207,10454,317953,0.651642754876342,0.853283210191805,0.736197928203677,0.144834412653568,0.0577249501633296,0.058539013837383,0.0133311533121383,0.000631263775988795,540,43,10454,317953,1056,P50454,Serpin H1,11,75273101,75283828
SERPINI1,Neuroserpin,3,167453031,167543356,0.771743946720864,0.835855223286105,0.454407829951857,0.503058798333308,10454,318138,0.187521732399422,0.216480663187319,0.249956595322358,0.96848148037742,0.501941566724324,0.240616284288308,0.0942457206590127,2.05545829154034e-05,848,141,10454,318138,1057,Q99574,Neuroserpin,3,167453031,167543356
SERPINI2,Serpin I2,3,167159577,167196792,0.568517441744371,0.991467775904615,0.185636297480255,0.163679391680847,10454,317541,0.00314245485522889,0.0119034193619269,0.708863886799459,0.0632959965070105,0.0244158351904234,0.0461475283572585,0.0683259446223159,0.00985194696788424,852,53,10454,317541,1058,O75830,Serpin I2,3,167159577,167196792
SETMAR,Histone-lysine N-methyltransferase SETMAR,3,4344988,4359251,0.444463652367442,0.556664492844655,0.63783180179985,0.962207587731347,10454,313027,0.886138777699046,100,100,0.684052292663667,100,100,0.0304831209016457,1.16781426581273e-05,896,128,10454,313027,1059,Q53H47,Histone-lysine N-methyltransferase SETMAR,3,4344988,4359251
SEZ6L,Seizure 6-like protein,22,26565440,26779562,0.904497922150206,0.945815496040683,0.369033009087709,0.842528462228809,10454,312549,0.794264385906461,100,100,0.281493196474904,100,100,0.0235567558888585,6.00414568705571e-06,1434,208,10454,312549,1060,Q9BYH1,Seizure 6-like protein,22,26565440,26779562
SEZ6L2,Seizure 6-like protein 2,16,29882480,29910868,0.338612004823841,0.222559591971391,0.00706421936024243,0.0111619209386341,10454,312825,0.0780766481733113,0.176767685213454,0.547686323471125,0.113800525307983,0.129252522090268,0.207134414750088,0.0216543578338113,1.6191642133781e-05,306,59,10454,312825,1061,Q6UXD5,Seizure 6-like protein 2,16,29882480,29910868
SFRP1,Secreted frizzled-related protein 1,8,41119481,41167016,0.579352550516276,0.815766531865106,0.897354428388472,0.700793547640163,10454,313029,0.410711507659912,0.62415468915324,0.606032059260768,0.600264720342318,0.265773983416415,0.123242828763804,0.0608903726057985,1.8251750273681e-05,1330,179,10454,313029,1062,Q8N474,Secreted frizzled-related protein 1,8,41119481,41167016
SFRP4,Secreted frizzled-related protein 4,7,37945543,38065297,0.780964736218002,0.0817612080305021,0.0704376706358995,0.149560690374709,10454,318083,0.216321843162927,100,100,0.925099360992195,100,100,0.0295721152994361,7.74973047780662e-06,1891,77,10454,318083,1063,Q6FHJ7,Secreted frizzled-related protein 4,7,37945543,38065297
SFTPA1,Pulmonary surfactant-associated protein A1,10,81370695,81375196,0.116481881013309,0.517889009442578,0.91260197063854,0.637566437860428,10454,313474,0.135466143550385,0.266863254483206,0.520245827917523,0.00905792772123491,0.0240685394349593,0.422864750528024,0.0154349599150869,1.12509203301623e-05,1363,42,10454,313474,1064,Q8IWL2,Pulmonary surfactant-associated protein A1,10,81370695,81375196
SFTPA2,Pulmonary surfactant-associated protein A2,10,81315608,81320153,0.985841901358112,0.00191299462982386,0.231394450395575,0.00536433609754822,10454,313474,0.853417709224492,0.982928901345315,0.986122526082255,0.0741846645338623,0.201463207313766,0.898133308611148,0.260531323496603,0.0281681323475706,1334,289,10454,313474,1065,Q8IWL1,Pulmonary surfactant-associated protein A2,10,81315608,81320153
