gene_name,chr.x,TSS.x,TES.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps_original,num_snps_common,adsp_size.y,ukb_size.y,gene_ind.y,chr.y,TSS.y,TES.y
RP3-395M20.3,1,2494478,2494479,0.0625668915204729,0.0552304229041124,0.013927592299094,0.0141169495458761,10454,367182,6528,ENSG00000229393.1,ENSG00000229393.1,0.0211508212352227,100,100,0.358468095185521,100,100,0.0215770428816845,0.000977367067508951,1855,819,10454,367182,6527,1,2494478,2494479
RP3-402G11.26,22,50200836,50200837,0.7678157987402,0.194672428568921,0.107137145572869,0.0860027604837946,10454,367182,8655,ENSG00000273253.2,ENSG00000273253.2,0.880057664881757,0.481946101984084,0.23062401397173,0.260196123757371,0.445297812062922,0.55393655288205,0.48181873850941,0.385356621577911,2648,1254,10454,367182,8654,22,50200836,50200837
RP3-402G11.28,22,50209541,50209542,0.940021798856155,0.247036906036867,0.812022658523335,0.519497771423064,10454,367182,8635,ENSG00000273137.1,ENSG00000273137.1,0.450754154707231,100,100,0.317842192816399,100,100,0.0269470836559178,0.00486994460262008,2644,1254,10454,367182,8634,22,50209541,50209542
RP3-403A15.1,6,127435635,127435636,0.103145177492394,0.485973268286655,0.492052499747119,0.783416162865356,10454,367182,6151,ENSG00000220694.2,ENSG00000220694.2,0.250246865244424,100,100,0.0415060415369612,100,100,0.0113715662598627,0.0015023412945796,1587,710,10454,367182,6150,6,127435635,127435636
RP3-414A15.12,14,73580693,73580694,0.765740841137528,0.723390063818112,0.849720332439209,0.20586200285495,10454,367182,8963,ENSG00000279026.1,ENSG00000279026.1,0.290647660830293,100,100,0.663376517449135,100,100,0.198178078950048,0.000110060957120716,2063,805,10454,367182,8962,14,73580693,73580694
RP3-414A15.2,14,73530151,73530152,0.387139822503014,0.522057349182391,0.974075012119975,0.990093301667433,10454,367182,7774,ENSG00000258695.2,ENSG00000258695.2,0.931265228342733,100,100,0.614046967269483,100,100,0.130941295556301,0.00379588265857867,2020,821,10454,367182,7773,14,73530151,73530152
RP3-416J7.4,6,205483,205484,0.999291475485601,0.846096170133264,0.925426103665488,0.179245074018303,10454,367182,8109,ENSG00000263667.1,ENSG00000263667.1,0.787907086132316,0.932861896403303,0.796323621813647,0.933018738151776,0.501761866872234,0.241435374863697,0.0316891941049547,0.00116610080306454,1337,465,10454,367182,8108,6,205483,205484
RP3-428L16.1,6,160931079,160931080,0.924176388189533,0.712837834610777,0.84388775911964,0.628336017535095,10454,367182,6666,ENSG00000231863.1,ENSG00000231863.1,0.94358479528074,100,100,0.131081110788213,100,100,0.0220367044692725,0.0083359413928827,2333,1133,10454,367182,6665,6,160931079,160931080
RP3-449M8.6,14,74474863,74474864,0.0814739973319179,0.0283357159534005,0.0381756803502256,0.0262445403854815,10454,367182,7791,ENSG00000259005.1,ENSG00000259005.1,0.015744128616451,100,100,0.782936919650256,100,100,0.0663156414590441,0.0209142801694753,1872,736,10454,367182,7790,14,74474863,74474864
RP3-449M8.9,14,74472359,74472360,0.46131973623494,0.308776035642983,0.235979511228619,0.229911407790568,10454,367182,8360,ENSG00000270000.1,ENSG00000270000.1,0.6363567103639,0.820607861025413,0.678443209099547,0.541152911223763,0.0360796061030174,0.0122754808599656,0.0225345017606132,0.00978143817398259,1876,737,10454,367182,8359,14,74472359,74472360
RP3-460G2.2,6,140852923,140852924,0.12658798625397,0.34323519037612,0.315534979705555,0.845476139211471,10454,367182,6799,ENSG00000234147.1,ENSG00000234147.1,0.454549165866168,100,100,0.123868528996328,100,100,0.197643652032555,0.0299467877474889,1442,635,10454,367182,6798,6,140852923,140852924
RP3-465N24.6,1,25247836,25247837,0.701128885485692,0.582257916129862,0.344212963799703,0.737474104625484,10454,367182,8528,ENSG00000272432.1,ENSG00000272432.1,0.444557387651374,0.472825360675473,0.33917380512711,0.310585559985943,0.526919428356519,0.614808292575,0.0136083433132581,0.00405671569311358,1353,508,10454,367182,8527,1,25247836,25247837
RP3-466P17.1,6,145735855,145735856,0.715242266448003,0.705610861346136,0.982726946263022,0.810028016589764,10454,367182,8403,ENSG00000270638.1,ENSG00000270638.1,0.568857194419795,100,100,0.403793359758785,100,100,0.0672422162087333,0.00205947171403648,1654,682,10454,367182,8402,6,145735855,145735856
RP3-467K16.4,1,15409432,15409433,0.863492703558814,0.969854709975343,0.828595601045628,0.881559010004035,10454,367182,6461,ENSG00000228140.1,ENSG00000228140.1,0.584883667558551,100,100,0.225408706165401,100,100,0.151713559233825,0.00440309333530623,2775,1444,10454,367182,6460,1,15409432,15409433
RP3-470B24.5,6,167979775,167979776,0.125880218907792,0.268559807779136,0.970532893858224,0.377786360369332,10454,367182,6920,ENSG00000235994.4,ENSG00000235994.4,0.404831452591688,0.683369875875926,0.79495311470431,0.240251850514621,0.466744770874365,0.70352433671795,0.363401888901804,0.00168334756923726,3008,1502,10454,367182,6919,6,167979775,167979776
RP3-508I15.9,22,38681819,38681820,0.877648340231278,0.911818988978189,0.730892464733081,0.927747128369614,10454,367182,6469,ENSG00000228274.3,ENSG00000228274.3,0.827588141612688,0.975382405132256,0.960777652455791,0.197943616489652,0.316226626449352,0.421865891713519,0.0481518550988287,0.00590882712295722,1775,783,10454,367182,6468,22,38681819,38681820
RP3-510D11.4,1,9198905,9198906,0.99572152971706,0.791061097665636,0.725892912698546,0.762582183931279,10454,367182,9134,ENSG00000281937.1,ENSG00000281937.1,0.715268988559748,100,100,0.344308113968517,100,100,0.0181154177486491,0.00297129704404748,2000,987,10454,367182,9133,1,9198905,9198906
RP3-518E13.2,1,175307217,175307218,0.174606634560225,0.914754189409645,0.645107895457212,0.566099642977824,10454,367182,7977,ENSG00000260990.1,ENSG00000260990.1,0.578688657510646,0.0564000593086103,0.0196585402946041,0.257666482843586,0.438510659257977,0.544374453636483,0.0280294235659695,0.0318041032564581,2163,1120,10454,367182,7976,1,175307217,175307218
RP3-525N10.2,6,68635026,68635027,0.534150230353856,0.249290755486362,0.0073747325738398,0.00390100994504933,10454,367182,6616,ENSG00000230910.2,ENSG00000230910.2,0.153383013321122,100,100,0.337442572393317,100,100,0.13263574153901,2.39517704072897e-05,2876,1437,10454,367182,6615,6,68635026,68635027
RP4-539M6.21,22,30421535,30421536,0.782913182890596,0.921457486290369,0.460766467052262,0.584221021360745,10454,367182,8568,ENSG00000272689.1,ENSG00000272689.1,0.971678399252987,100,100,0.633773187068464,100,100,0.0707107973330497,0.00333464519216089,1846,1033,10454,367182,8567,22,30421535,30421536
RP4-547N15.3,1,67123955,67123956,0.499348893729164,0.616753709904708,0.732046370206811,0.531579357946234,10454,367182,8800,ENSG00000275678.1,ENSG00000275678.1,0.584545551505752,0.403346911462039,0.218086970151568,0.846669611116647,0.776055751653527,0.493139259707153,0.0650903399365218,0.00609326063174319,2204,988,10454,367182,8799,1,67123955,67123956
RP4-553F17.1,1,230426490,230426491,0.512079503525434,0.636572986702544,0.684328156825927,0.653861889479196,10454,367182,9142,ENSG00000282564.1,ENSG00000282564.1,0.633201194387906,100,100,0.0538698232102668,100,100,0.0251980752172696,6.98179680643228e-05,2598,1263,10454,367182,9141,1,230426490,230426491
RP4-555D20.4,3,43999148,43999149,0.367364081929228,0.656469026568034,0.299889585854502,0.909192547123266,10454,367182,8487,ENSG00000272121.1,ENSG00000272121.1,0.401809630275085,100,100,0.611415120346184,100,100,0.025260091010726,0.020179457013209,1482,782,10454,367182,8486,3,43999148,43999149
RP4-561L24.3,1,93847173,93847174,0.0573920109548646,0.601186458847402,0.952605195676375,0.508524136035295,10454,367182,7927,ENSG00000260464.1,ENSG00000260464.1,0.731411665838715,100,100,0.070633321932413,100,100,0.0266646382212846,0.00748938303662109,1791,813,10454,367182,7926,1,93847173,93847174
RP4-564F22.5,20,38416796,38416797,0.250852417539416,0.202818813509948,0.453334879083334,0.0382456192424377,10454,367182,6245,ENSG00000224635.1,ENSG00000224635.1,0.0139543074229227,100,100,0.246923633535404,100,100,0.29532908343421,0.0045187134447893,1767,855,10454,367182,6244,20,38416796,38416797
RP4-565E6.1,1,148255011,148255012,0.1785070316693,0.207328039673572,0.856464788600423,0.667994117743214,10454,367182,6432,ENSG00000227733.9,ENSG00000227733.9,0.805320031268936,100,100,0.0718969563793973,100,100,0.132633620367517,0.00383479395668456,929,148,10454,367182,6431,1,148255011,148255012
RP4-569M23.2,20,47352560,47352561,0.0408906898472334,0.0125889974450912,0.0155814426386227,0.928527958014236,10454,367182,6623,ENSG00000231119.2,ENSG00000231119.2,0.00176945882461129,100,100,0.286840594718004,100,100,0.0181355041853201,0.0133074768304617,2251,1015,10454,367182,6622,20,47352560,47352561
RP4-569M23.4,20,47349141,47349142,0.955832139659845,0.589389402048195,0.165926167316979,0.135608659104494,10454,367182,8686,ENSG00000273451.1,ENSG00000273451.1,0.486101214569233,0.218974562785556,0.11012992552771,0.672294291063629,0.43725734304791,0.224474444728747,0.025661342975689,0.00213475078852781,2261,1015,10454,367182,8685,20,47349141,47349142
RP4-591C20.9,20,63864292,63864293,0.841956892187105,0.627300324399914,0.46811295964415,0.614242381825318,10454,367182,8307,ENSG00000268858.2,ENSG00000268858.2,0.220903788870778,0.303055362372564,0.345689221895845,0.581410318028289,0.0200049199096994,0.00610317710805167,0.0511313727195017,0.0206738317768204,2324,1085,10454,367182,8306,20,63864292,63864293
RP4-592A1.2,1,58631529,58631530,0.484135140746431,0.233723031575615,0.441988230545149,0.495420678621492,10454,367182,5216,ENSG00000185839.3,ENSG00000185839.3,0.449189007433095,0.677647837977973,0.650257855123305,0.0109613395847183,0.0303896229553286,0.472663675120183,0.011559198600981,0.0141283054615132,2271,1068,10454,367182,5215,1,58631529,58631530
RP4-605O3.4,12,50123363,50123364,0.764166269120639,0.361735497102989,0.193397985451552,0.334994045080816,10454,367182,8520,ENSG00000272368.2,ENSG00000272368.2,0.95507099163742,0.43376191399134,0.196625244986198,0.926049858334782,0.440614322082632,0.201626482850035,0.202057359871755,0.0132365321546072,1244,503,10454,367182,8519,12,50123363,50123364
RP4-613B23.1,3,42654387,42654388,0.899676549652745,0.232365938570892,0.359774342222584,0.843639715537414,10454,367182,6560,ENSG00000230084.5,ENSG00000230084.5,0.184694920425284,0.37597311703694,0.657060217321132,0.0937675979853941,0.166790445829816,0.379116741851385,0.2776065244592,0.0144119949430634,1940,886,10454,367182,6559,3,42654387,42654388
RP4-614O4.13,20,35264186,35264187,0.417562956172144,0.984932771808207,0.722652924352237,0.7524367713224,10454,367182,8987,ENSG00000279253.1,ENSG00000279253.1,0.812304328632592,100,100,0.074774258980081,100,100,0.0203847559226518,0.00150738279770656,1567,687,10454,367182,8986,20,35264186,35264187
RP4-621B10.8,1,92189236,92189237,0.66088722859938,0.616087426827986,0.519807243349851,0.193950174730184,10454,367182,8691,ENSG00000273487.1,ENSG00000273487.1,0.0455528187514523,0.0779096488363327,0.292845150176772,0.23241495532543,0.0236215342495199,0.0137873796972397,0.0360912735906596,0.0309648306588147,1661,960,10454,367182,8690,1,92189236,92189237
RP4-625H18.2,6,19839079,19839080,0.724703690391247,0.111183115437102,0.362825711635287,0.670444537020904,10454,367182,6476,ENSG00000228412.7,ENSG00000228412.7,0.637324193500604,100,100,0.952393403522536,100,100,0.148121447180222,0.00203764832282343,2587,1428,10454,367182,6475,6,19839079,19839080
RP4-635A23.6,1,185294371,185294372,0.665846602462107,0.459357427077108,0.686851216858489,0.332447824821337,10454,367182,9045,ENSG00000279838.1,ENSG00000279838.1,0.191119499241765,100,100,0.995833996868527,100,100,0.0137201278445422,0.00412532576933103,1388,583,10454,367182,9044,1,185294371,185294372
RP4-639F20.1,1,94927565,94927566,0.923459330694688,0.89587196262011,0.699935266494229,0.75320132613964,10454,367182,6893,ENSG00000235501.5,ENSG00000235501.5,0.869585198053719,0.93561991465857,0.744592347221942,0.0339716113811872,0.0973078906861982,0.685841551743536,0.0445375802138562,0.00301314700145139,2263,1284,10454,367182,6892,1,94927565,94927566
RP4-647J21.1,7,44960908,44960909,0.2040325861155,0.790397489482468,0.543394873265229,0.923688412565381,10454,367182,7980,ENSG00000260997.1,ENSG00000260997.1,0.516277084767809,100,100,0.638975585959029,100,100,0.0374962103182214,0.00339581071682745,2035,971,10454,367182,7979,7,44960908,44960909
RP4-650F12.2,1,74468194,74468195,0.107222577713768,0.0718692653653139,0.756935134712425,0.145936943881871,10454,367182,6786,ENSG00000233894.1,ENSG00000233894.1,0.0461016893467603,100,100,0.502977082199285,100,100,0.0880110480379464,0.00453253260090559,1519,626,10454,367182,6785,1,74468194,74468195
RP4-668E10.4,7,9189856,9189857,0.325830500836215,0.0423631065951713,0.27316536493941,0.0333428801279284,10454,367182,8913,ENSG00000278254.4,ENSG00000278254.4,0.39234400842572,0.0362824322340032,0.0151328849109342,0.556197360850136,0.0126179506816654,0.00375442446936626,0.0171970587350482,0.000867114462953313,3690,1651,10454,367182,8912,7,9189856,9189857
RP4-669L17.10,1,501616,501617,0.479990269039718,0.752291346499707,0.243833092060207,0.0716035473684154,10454,367182,6973,ENSG00000237094.11,ENSG00000237094.11,0.234968801783217,100,100,0.15343571879134,100,100,0.0200623280147464,0.0107220775482881,494,127,10454,367182,6972,1,501616,501617
RP4-669P10.19,22,42132602,42132603,0.221830083233443,0.0162480257296673,0.542406272194972,0.280753813598276,10454,367182,6418,ENSG00000227370.1,ENSG00000227370.1,0.976483579465997,0.898206703361467,0.643781145264063,0.548792490713783,0.0586649093215764,0.0211749518211219,0.225611909438843,0.113358375175181,1848,679,10454,367182,6417,22,42132602,42132603
RP4-669P10.20,22,42138105,42138106,0.556750254164488,0.731769081480143,0.5009392503526,0.89246596151073,10454,367182,9126,ENSG00000281538.1,ENSG00000281538.1,0.845987257342547,0.638805554678788,0.354147154429079,0.22292881865312,0.231483343386805,0.229965098762996,0.117100178108391,0.0616296311611859,1863,688,10454,367182,9125,22,42138105,42138106
RP4-673D20.4,20,1722536,1722537,0.566140076352734,0.626171659353885,0.856876450344197,0.483036949922468,10454,367182,6807,ENSG00000234282.1,ENSG00000234282.1,0.712209552615467,100,100,0.742384605687774,100,100,0.0101551535567704,0.00871883858264799,2587,1122,10454,367182,6806,20,1722536,1722537
RP4-673M15.1,7,44885361,44885362,0.440751872506596,0.0399512000261268,0.0657850769156896,0.0387369991748601,10454,367182,8581,ENSG00000272768.1,ENSG00000272768.1,0.0388033705885714,100,100,0.512307916269484,100,100,0.038510181612809,0.00555009110254271,2054,1004,10454,367182,8580,7,44885361,44885362
RP4-730K3.3,1,113699630,113699631,0.0105080577308955,0.972991012244198,0.00823853927132101,0.0189236097886767,10454,367182,6695,ENSG00000232450.1,ENSG00000232450.1,0.792908202822679,100,100,0.167136558491713,100,100,0.0242114425391718,8.63254353000668e-05,1752,736,10454,367182,6694,1,113699630,113699631
RP4-737E23.2,20,23187960,23187961,0.908236561192537,0.416366397174281,0.502484259492581,0.676066278943202,10454,367182,6581,ENSG00000230387.2,ENSG00000230387.2,0.269880168569402,100,100,0.0741301344041159,100,100,0.116308601592398,0.00306593103806064,2331,1150,10454,367182,6580,20,23187960,23187961
RP4-738P15.1,20,25149257,25149258,0.693961042949113,0.215677173870252,0.703753881073134,0.340809407003367,10454,367182,6604,ENSG00000230725.5,ENSG00000230725.5,0.844628953705709,100,100,0.829214367405486,100,100,0.0181320336202759,0.00383349994490839,2449,1244,10454,367182,6603,20,25149257,25149258
RP4-740C4.5,1,2352819,2352820,0.62210879152049,0.0599713571931779,0.0740790903184481,0.0103313246411288,10454,367182,8350,ENSG00000269896.2,ENSG00000269896.2,0.102906268252887,100,100,0.628889256753975,100,100,0.0223720151766767,0.00074065661193162,1884,863,10454,367182,8349,1,2352819,2352820
RP4-756H11.3,7,66654537,66654538,0.921359044964113,0.561020877900046,0.61872942639074,0.369383101925499,10454,367182,6390,ENSG00000226824.6,ENSG00000226824.6,0.717507287590522,100,100,0.442032333080086,100,100,0.661314567590343,9.17331186893146e-05,1900,1264,10454,367182,6389,7,66654537,66654538
RP4-758J18.2,1,1399521,1399522,0.949066720050214,0.403957293793395,0.362146420452846,0.609235291775127,10454,367182,6256,ENSG00000224870.6,ENSG00000224870.6,0.190515955265357,100,100,0.309455856765435,100,100,0.109216110889304,0.00119855789642333,1878,498,10454,367182,6255,1,1399521,1399522
RP4-760C5.3,20,26010530,26010531,0.188053862098481,0.206498398601588,0.222030658860033,0.411282951600496,10454,367182,6620,ENSG00000231081.1,ENSG00000231081.1,0.986155310966803,0.993822547313322,0.912439852906409,0.0404316553631087,0.0799194684588272,0.355480082390394,0.0236973633026734,0.000955433044137372,1362,445,10454,367182,6619,20,26010530,26010531
RP4-761J14.10,12,6742984,6742985,0.0682825903114063,0.686296506178795,0.0925902353498624,0.924723900562967,10454,367182,8348,ENSG00000269892.1,ENSG00000269892.1,0.281046375257044,100,100,0.147405507665071,100,100,0.0116966353081545,0.00179766813668762,1799,796,10454,367182,8347,12,6742984,6742985
RP4-771M4.3,1,62896008,62896009,0.590312365850347,0.677608538819185,0.71479421048497,0.566898623827852,10454,367182,6812,ENSG00000234318.1,ENSG00000234318.1,0.569956998900418,0.672651245567411,0.492851455824416,0.52270380128821,0.754793606217723,0.694678564816171,0.0173523638782927,0.000370490286884777,1852,1063,10454,367182,6811,1,62896008,62896009
RP4-777O23.1,7,30550216,30550217,0.891922004871461,0.0949468306667776,0.379225653219483,0.361542987952284,10454,367182,8110,ENSG00000263683.1,ENSG00000263683.1,0.461486962845476,100,100,0.548958964311096,100,100,0.0132135098649038,0.00356827061412838,1711,721,10454,367182,8109,7,30550216,30550217
